metric,value
val_auc_mean,0.8517838487351781
val_auc_std,0.003394219947522181
val_ap_mean,0.8743726278349964
val_ap_std,0.0012387089727956655
pooled_auc,0.8506621924402002
pooled_ap,0.8734270907189383
n_samples,30421.0
