epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.4650686153366124,0.4388809177575935,0.8050495983587231,0.831138285586477,0.8511462041483335,False
2,0.4242300014262444,0.4339457062214457,0.8434046301711238,0.8417126435718849,0.8615828405277813,False
3,0.40979731284600834,0.41895079074417735,0.8550802910937529,0.8473977313803991,0.8722393835915205,False
4,0.39484782272193497,0.4190259983090206,0.8667114819594848,0.8489240941878236,0.8711980555635002,False
5,0.38436532925212274,0.4192666771836306,0.8744044783590756,0.8500997688936792,0.8746883568142245,True
6,0.36846838159175804,0.4373040657236938,0.885543508465896,0.8471091236583923,0.8673161305162626,False
7,0.35232654435170935,0.42332202828055276,0.8961996269249883,0.8474819361505497,0.8713103485695665,False
8,0.3414170262887193,0.4541696100958979,0.9026708873077008,0.8452174332272684,0.8674027041871619,False
