metric,value
val_auc_mean,0.8856992628174485
val_auc_std,0.0032177261724779843
val_ap_mean,0.9005708255513651
val_ap_std,0.002565126667918281
pooled_auc,0.8856778955421979
pooled_ap,0.9005273046261932
n_samples,30421.0
