epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.5859247951220113,0.4699695110321045,0.8725236489684599,0.9171746347318867,0.8787364376342744,False
2,0.47382349219728026,0.44675373842178934,0.9152488194704438,0.9249241671170887,0.8922362498060463,False
3,0.450206162658989,0.45599811597609186,0.9234598108253089,0.9274578976175091,0.8960119680999138,False
4,0.43664560847459954,0.43783771886791983,0.9278729381775199,0.9280299478078797,0.8955123586401262,False
5,0.4218997450162333,0.43594434374654795,0.9329180123609141,0.9285892099910142,0.8967600433432272,False
6,0.41457469602848623,0.43645925714936057,0.9354185624360911,0.9286531500271958,0.8960779851759347,False
7,0.4022778628777105,0.43565400322558173,0.9392507528354458,0.929192803932568,0.8971512628459409,True
8,0.38994302600622177,0.4399167316060671,0.9431083149193179,0.9281501550759012,0.8953701033751663,False
9,0.38144165338248226,0.47047094119266725,0.9457704762286505,0.9274468146779042,0.8962736750892045,False
10,0.3695505273046223,0.45278356045904294,0.9490325499523694,0.9272532895017281,0.8939953470936424,False
11,0.3573890217705399,0.457934977093213,0.9524023733825018,0.9255516320054836,0.8932856434202627,False
12,0.34792045604252647,0.46306556358303824,0.9550194679707001,0.9226640999715254,0.8890366634276758,False
