epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.5768135845238436,0.5009215111044091,0.878869203309599,0.9080620393120393,0.8677049924111417,False
2,0.46992545094050414,0.471676197480148,0.9165156354120436,0.9141823641823642,0.8794588626433797,False
3,0.4450990096368688,0.4620305837040216,0.9254584283540557,0.9176759145509145,0.8848372689854744,False
4,0.42869481877655,0.45756821061523867,0.9308320287302587,0.919399228774229,0.8881703025768966,False
5,0.41483648042095467,0.4557196965939562,0.9356540239543885,0.9202924515424514,0.8905334401729031,False
6,0.40477155989154856,0.4598058987881096,0.9385777097906197,0.9214399058149059,0.8911504547875836,True
7,0.38853996844156413,0.4717176750722066,0.9439433162754349,0.9211950586950588,0.8932697694702372,False
8,0.37628478361359724,0.45873652482536476,0.9475405940463202,0.9205338861588863,0.8918166307392896,False
9,0.357437143458965,0.4705245616570325,0.9528641526624347,0.9170753139503139,0.8888690858494266,False
10,0.3445208337395749,0.4814172771195291,0.956461856774194,0.9160353535353535,0.8869921024249896,False
11,0.32742815979934753,0.4868230871121648,0.961126292399067,0.9147027709527709,0.8856323283425693,False
