metric,value
val_auc_mean,0.8591320854085428
val_auc_std,0.010251153156987035
val_ap_mean,0.9032696389265528
val_ap_std,0.00869227583646389
pooled_auc,0.8560122710268483
pooled_ap,0.9001505842715971
n_samples,11273.0
