epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.49730471698824275,0.44328598639103756,0.881837365642433,0.9063863514763301,0.8854830863892392,False
2,0.4402442808102684,0.43845788260717045,0.9070133287242644,0.9092671407346267,0.8906843033284259,False
3,0.4280718345288065,0.43663087104939663,0.9122501293410554,0.9098929157271691,0.891247965956646,False
4,0.4168979528307445,0.4331101497430452,0.9169096621074766,0.9108128038650718,0.892716961382729,False
5,0.40572284471424747,0.4322097526950986,0.9214467211806777,0.911177554817526,0.8929457679840607,True
6,0.3954507321432605,0.43602786482316663,0.9254439422798622,0.9101472779008053,0.891097022471834,False
7,0.38645607129268045,0.4416329728839285,0.9290184868701884,0.9090696521811996,0.8893251889254928,False
8,0.37321748413174916,0.447536283450601,0.9339199118038024,0.9064359025491164,0.8852763802253485,False
9,0.36207865356772395,0.44498527783373887,0.9379355295891585,0.9070582640233115,0.8864821540173103,False
10,0.3523115209167953,0.4663611493653652,0.94132275621017,0.9030761195872199,0.8807713048658394,False
