epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.4924727833772301,0.4596062574087013,0.8840618167532641,0.8986231894589605,0.8706394375855167,False
2,0.4365797645942297,0.4505507298477033,0.9086237905029645,0.9037321544337334,0.8779606060911807,False
3,0.4244604985010608,0.44554747063764105,0.9139493002321675,0.9052117245194204,0.8802857628066336,False
4,0.4130954857763887,0.460053953668834,0.9185022794588864,0.9061934618813069,0.8821278233887728,False
5,0.4061237084097994,0.48228253978085145,0.9212839273840389,0.9065184321974181,0.8825356130871016,False
6,0.39632698520528503,0.4409834648146055,0.9252048677909717,0.906804370842494,0.8823337378315403,True
7,0.38685461254141806,0.4449324197482064,0.9288072392732347,0.9061925260020294,0.8815772975227552,False
8,0.3773047980043484,0.4503168660308678,0.9324280388272178,0.9067062686735442,0.8828958200563509,False
9,0.36847107881942026,0.45382415514965957,0.9356039463323353,0.9039888606143244,0.8789907594167583,False
10,0.3583360897492172,0.45799783090646357,0.9391747499359524,0.9033686479120864,0.878772911760995,False
11,0.3508145376726613,0.46268818203691414,0.9417881814954497,0.903479191770252,0.8797755381064631,False
