metric,value
val_auc_mean,0.910913416071585
val_auc_std,0.0028341964498359413
val_ap_mean,0.8892961759257532
val_ap_std,0.0046856105018663035
pooled_auc,0.9104317784267166
pooled_ap,0.8888378491339073
n_samples,30421.0
