epoch,train_loss,val_loss,train_auc,val_auc,val_ap,is_best
1,0.49251249064440483,0.4459882881004773,0.8841202395464742,0.9042518565775923,0.8814518049954181,False
2,0.43910455913252333,0.43697789935541403,0.907549112161026,0.9082376591029869,0.8865031454705941,False
3,0.42843937047521014,0.4479383851221095,0.9121242565786024,0.9100819637124773,0.8881390544271012,False
4,0.4177573556459843,0.4332473506634148,0.9166154811402778,0.9099378799946637,0.8889399171421735,False
5,0.4095702620024907,0.4291870941198309,0.9198782771548467,0.9114811938277133,0.8894848608984876,True
6,0.40081071017527864,0.43888392568570783,0.9234177172505419,0.9109172420108935,0.8893688906413842,False
7,0.3901397624051837,0.43205654956595435,0.927552968021886,0.910621149420429,0.8887736585427968,False
8,0.3795293200266659,0.4439347501044498,0.9315891177325143,0.9070176805801564,0.8845263540978073,False
9,0.37008675474688196,0.4376130277261684,0.9350719792808898,0.9093791565786048,0.8867757081613877,False
10,0.35898436989718446,0.4464524264266978,0.9390845623388029,0.9063979775004855,0.8835874577935199,False
