metric,value
val_auc_mean,0.9113952481399133
val_auc_std,0.008041234243059064
val_ap_mean,0.9374559723878496
val_ap_std,0.006432504635776993
pooled_auc,0.9111912829113994
pooled_ap,0.9372616450729538
n_samples,11273.0
